0.12533,0.56282,-1.0657,-0.23051,1.0604,0.033412,0.49061,-0.42376,0.053341,0.13862,-1.7057,-1.366,-0.51752,-0.063182,1
-1.3471,-0.25408,-0.27919,0.32239,-0.64344,1.7182,-0.66138,1.0015,1.0009,1.0703,-0.99625,-1.0775,1.6715,-1.7801,1
1.9142,0.47092,-1.4572,0.31721,-0.31688,0.010597,0.41314,-0.26942,-1.2543,0.50337,-0.33457,0.37909,0.83441,-0.7763,1
-1.3734,-1.0602,1.383,0.079471,0.88246,1.3904,-0.41482,-1.6601,-0.05044,0.28318,0.86355,0.10612,0.66121,0.59859,1
-0.41791,0.10784,0.67544,-0.7031,0.49727,-2.2894,1.2137,-0.93624,1.0887,-0.40286,-0.18328,1.7342,-1.1229,0.88341,1
0.38106,0.60232,1.3509,1.1981,0.75198,-0.92052,0.61599,-0.041906,0.75823,-0.11216,1.5647,1.5502,-0.29383,1.5238,1
0.54465,1.186,1.5696,0.66662,0.20773,0.19189,0.22885,-0.16053,-0.70901,-0.69643,-0.12767,-0.55505,-0.30809,1.3731,1
0.33129,-0.27814,0.71172,-0.3154,-0.053777,0.17711,0.4647,0.45733,-0.74778,-0.99424,-0.5381,0.010518,1.296,-0.34245,1
-1.0974,1.3659,0.90268,0.67014,-1.1213,-1.8214,1.3917,0.44898,-0.75572,-0.43808,-0.66758,-0.12664,0.16928,-0.87089,1
0.13431,0.056439,1.4853,1.2074,0.062165,-0.76464,-0.86763,0.66807,-0.027102,0.60998,0.14585,-1.337,1.4205,1.3428,1
-1.5167,1.0546,-0.061327,-0.78502,-2.0029,0.57226,0.49491,0.36741,-1.4539,0.26841,0.24512,1.7064,-2.0684,1.0394,1
-2.0246,1.4527,0.20773,0.77819,-2.0587,-0.027066,0.039347,-0.61666,-0.93816,-1.5447,-0.88905,-1.3427,-0.37631,0.70366,1
0.1342,-0.4024,0.5792,1.0605,-0.58804,0.68608,-0.95709,-1.1534,-1.9289,-0.61172,0.48595,-1.7534,1.5713,0.93249,1
0.088452,-1.4936,0.50198,-0.49276,-1.2119,-0.74419,0.23128,0.4476,0.86851,1.3368,-0.11625,0.8276,1.49,0.63618,1
-0.67852,0.9693,0.53738,-0.73616,-0.11382,0.98448,-0.097023,-0.43822,-0.33463,-0.68116,-0.31145,-0.45556,0.66264,-1.1412,1
0.21227,-0.18956,0.39493,-1.2248,0.23888,0.029041,-1.9662,-0.48005,0.28726,1.3302,-0.66689,0.94988,1.217,0.74108,1
-0.14644,-0.80502,-0.63372,-0.21348,-0.63197,-0.83345,0.20554,1.0541,-0.13205,0.95975,-0.157,-0.77308,0.092772,-0.38861,1
-1.2803,-0.22437,-0.44647,0.39191,-0.31857,-0.31689,-0.24127,0.65401,-1.0444,2.3693,0.28736,0.70809,-0.46179,1.165,1
-0.52758,1.227,1.0066,-0.38608,-0.40522,0.66639,-0.90674,0.23972,0.39016,-1.0499,-0.78878,0.7041,0.41369,-0.17788,1
-1.6078,1.5591,0.17964,2.0818,1.9433,0.58818,1.2127,-0.39378,-0.49926,0.66018,-1.175,1.3553,-0.11805,0.12363,1
2.4226,0.30256,-0.86716,0.035458,0.13919,0.59206,-0.129,0.19229,-1.6802,-0.96502,-0.13408,0.17015,-0.63683,1.1371,1
-0.20364,1.9732,-0.3681,0.086938,-0.53769,0.93229,-0.14279,-1.306,-1.3192,1.4583,0.75452,0.69737,-0.61131,0.7207,1
1.1278,-0.94757,0.32857,0.85081,-0.88435,-0.95153,-0.35041,2.4381,0.70407,-0.26823,-0.098149,-0.48814,-0.83942,-1.2507,1
-0.10635,0.29797,0.31981,0.021721,0.47203,-2.4326,0.27436,-0.84846,-0.78354,0.62628,1.2481,-0.50885,0.91647,1.8363,1
0.48508,-0.92163,0.72986,-0.40494,0.93966,-1.2756,-0.028556,-0.127,1.4072,0.58241,-0.34674,0.23743,-0.84313,-1.1322,1
-1.4247,0.68493,0.23158,0.56867,0.60528,-1.8795,-1.4252,0.89577,-0.2753,1.5198,0.39426,-0.25833,-0.90974,1.2407,1
-0.85303,1.065,0.57461,-0.14407,-1.1903,-0.96992,-0.34765,-0.56451,-2.2958,0.45831,-1.3336,-1.7837,1.501,-0.29612,1
-0.24911,-0.33461,0.61512,1.1369,-1.2194,1.4323,-0.85041,-0.54215,-0.51013,1.9026,0.97779,0.57109,1.7793,0.48242,1
-0.49515,-0.72517,1.8301,-0.51548,0.66019,-0.88649,-0.43369,0.77233,-0.59887,-0.77721,0.61828,-2.331,-1.9085,-0.028963,1
